"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",171.8,-11.5056461001164
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",59,-21.0169491525424
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",256,-29.3489453125
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",249.2333,4.41353543045812
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",252.9333,8.31578918236547
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",1377.9978,-9.4587306307746
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",668.7854,-12.0141976783584
"Mean Annual MWAT",80.084,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
10%",75.7443,5.72940802146169
"Mean exceedence of MWAT - Poor",16.404,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
10%",12.0643,35.9714198088575
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",70.5029,-8.44022018952411
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",56.8769,-8.63285446288388
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Add Flow
20%",26741.1142,-12.7173908108885
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Add Flow
20%",44.1179,-13.384363262984
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Add Flow
20%",224.4786,-4.08154719425371
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",247.6667,7.61773787109854
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",154.9,25.0914783731439
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",220.4333,23.1967674575484
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",183.9667,14.2779100782913
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",252.9333,8.31578918236547
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",171.8,-11.5056461001164
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",59,-21.0169491525424
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",256,-29.3489453125
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",249.2333,4.41353543045812
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",252.9333,8.31578918236547
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",1377.9978,-9.4587306307746
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",668.7854,-12.0141976783584
"Mean Annual MWAT",79.736,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
20%",75.7443,5.26996750910631
"Mean exceedence of MWAT - Poor",16.056,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
20%",12.0643,33.086876155268
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",70.5029,-8.44022018952411
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",56.8769,-8.63285446288388
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",26741.1142,-12.7173908108885
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Reduce Tribs
4degC",44.1179,-13.384363262984
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Reduce Tribs
4degC",224.4786,-4.08154719425371
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",247.6667,7.61773787109854
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",154.9,25.0914783731439
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",220.4333,23.1967674575484
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",183.9667,14.2779100782913
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",252.9333,8.31578918236547
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",171.8,-11.5056461001164
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",59,-21.0169491525424
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",256,-29.3489453125
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",249.2333,4.41353543045812
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",252.9333,8.31578918236547
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",1377.9978,-9.4587306307746
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",668.7854,-12.0141976783584
"Mean Annual MWAT",77.0969,"degF","Water Quality","HD","CMIP5",2030,"Reduce Tribs
4degC",75.7443,1.78574493394224
"Mean exceedence of MWAT - Poor",13.4169,"degF","Water Quality","HD","CMIP5",2030,"Reduce Tribs
4degC",12.0643,11.2115912236931
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",70.5029,-8.44022018952411
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",56.8769,-8.63285446288388
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",26741.1142,-12.7173908108885
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",44.1179,-13.384363262984
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",224.4786,-4.08154719425371
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",247.6667,7.61773787109854
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",154.9,25.0914783731439
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",220.4333,23.1967674575484
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",183.9667,14.2779100782913
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,8.31578918236547
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",171.8,-11.5056461001164
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",59,-21.0169491525424
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",256,-29.3489453125
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,4.65906389942537
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",249.2333,4.41353543045812
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,13.2440344724267
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,8.31578918236547
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",1377.9978,-9.4587306307746
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",187.6871,-7.76499823376246
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",668.7854,-12.0141976783584
"Mean Annual MWAT",77.5709,"degF","Water Quality","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",75.7443,2.41153459732283
"Mean exceedence of MWAT - Poor",13.8909,"degF","Water Quality","HD","CMIP5",2030,"Reduce Dam
Outflow
4degC",12.0643,15.140538613927
"Frequency Meeting Dry Year Fish Targets Scott",58.2185,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline",70.5029,-17.4239641206248
"Frequency Meeting Dry Year Fish Targets Shasta",46.8833,"% of Days","Ecological Resources","HD","CMIP5",2070,"Baseline",56.8769,-17.5705778620143
"Mean Annual Water Delivery to LKNWR",10.9939,"KAF","Ecological Resources","HD","CMIP5",2070,"Baseline",24.6143,-55.3353132122384
"Mean Annual Hydropower Generated (MW)",22714.8808,"MW","Hydropower","HD","CMIP5",2070,"Baseline",26741.1142,-15.0563412200678
"Boyle Mean Spill Volume per Year",251.7423,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",163.0602,54.3861101605419
"Copco1 Mean Spill Volume per Year",257.5221,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",186.3791,38.1711254105208
"Iron Gate Mean Spill Volume per Year",505.8834,"KAF","Hydropower","HD","CMIP5",2070,"Baseline",533.8601,-5.24045531778831
"Boyle Mean Spill Days per Year",176.4333,"days","Hydropower","HD","CMIP5",2070,"Baseline",105.9,66.6036827195467
"Copco1 Mean Spill Days per Year",38.0333,"days","Hydropower","HD","CMIP5",2070,"Baseline",42.8,-11.1371495327103
"Iron Gate Mean Spill Days per Year",121.4,"days","Hydropower","HD","CMIP5",2070,"Baseline",170.3333,-28.7279703968631
"Freq of UKL Flood Control Release",36.479,"Percent of Days","Flood Control","HD","CMIP5",2070,"Baseline",44.1179,-17.3147407288198
"Mean Ann UKL Flood Control Release Volume",249.4562,"KAF","Flood Control","HD","CMIP5",2070,"Baseline",224.4786,11.1269403854087
"KenoReach Mean Ann Fishing Days",253.7667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",247.6667,2.46298755545255
"BoyleReach Mean Ann Fishing Days",194.6667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",154.9,25.6724983860555
"HellsCornerReach Mean Ann Fishing Days",263.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",220.4333,19.537293140374
"IGScottReach Mean Ann Fishing Days",280.4,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",274.7333,2.06261854678701
"ScottSalmonReach Mean Ann Fishing Days",211.2667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",183.9667,14.8396421743718
"SalmonTrinityReach Mean Ann Fishing Days",246.1667,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",213.9333,15.0670325751063
"TrinityOceanReach Mean Ann Fishing Days",279.5,"days","Recreation Fishing","HD","CMIP5",2070,"Baseline",252.9333,10.5034410257566
"KenoReach Mean Ann Boating Days",140.9333,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",171.8,-17.9666472642608
"BoyleReach Mean Ann Boating Days",44.8667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",59,-23.9547457627119
"HellsCornerReach Mean Ann Boating Days",163.5667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",256,-36.1067578125
"IGScottReach Mean Ann Boating Days",280.4,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",274.7333,2.06261854678701
"ScottSalmonReach Mean Ann Boating Days",257.7667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",249.2333,3.42386029475194
"SalmonTrinityReach Mean Ann Boating Days",246.1667,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",213.9333,15.0670325751063
"TrinityOceanReach Mean Ann Boating Days",279.5,"days","Recreation Boating","HD","CMIP5",2070,"Baseline",252.9333,10.5034410257566
"Mean Project Supply (Apr-Sep)",321.1393,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline",361.3104,-11.1181687546221
"Mean Annual UKL Stg and Inflow",1214.6988,"KAF","Water Delivery","HD","CMIP5",2070,"Baseline",1377.9978,-11.8504543330911
"Mean Annual Shasta Flow",164.3148,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline",187.6871,-12.4528004322087
"Mean Annual Scott Flow",563.7812,"cfs","Water Delivery","HD","CMIP5",2070,"Baseline",668.7854,-15.7007315052033
"Mean Annual MWAT",83.1843,"degF","Water Quality","HD","CMIP5",2070,"Baseline",75.7443,9.82252129863237
"Mean exceedence of MWAT - Poor",19.5043,"degF","Water Quality","HD","CMIP5",2070,"Baseline",12.0643,61.6695539732931
"Frequency Meeting Dry Year Fish Targets Scott",58.2185,"% of Days","Ecological Resources","HD","CMIP5",2070,"Add Flow
10%",70.5029,-17.4239641206248
"Frequency Meeting Dry Year Fish Targets Shasta",46.8833,"% of Days","Ecological Resources","HD","CMIP5",2070,"Add Flow
10%",56.8769,-17.5705778620143
"Mean Percent of Annual Refuge Demand",11.524,"% of Years","Ecological Resources","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",22714.8808,"MW","Hydropower","HD","CMIP5",2070,"Add Flow
10%",26741.1142,-15.0563412200678
"Boyle Mean Spill Volume per year",251.7423,"KAF","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",257.5221,"KAF","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",505.8834,"KAF","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",176.4333,"days","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",38.0333,"days","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",121.4,"days","Hydropower","HD","CMIP5",2070,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",36.479,"Percent of Days","Flood Control","HD","CMIP5",2070,"Add Flow
10%",44.1179,-17.3147407288198
"Mean Ann UKL Flood Control Release Volume",249.4562,"KAF","Flood Control","HD","CMIP5",2070,"Add Flow
10%",224.4786,11.1269403854087
"KenoReach Mean Ann Fishing Days",253.7667,"days","Recreation Fishing","HD","CMIP5",2070,"Add Flow
10%",247.6667,2.46298755545255
