"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"KenoReach Mean Ann Boating Days",182.7333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",171.8,6.3639697322468
"BoyleReach Mean Ann Boating Days",50.7333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",59,-14.0113559322034
"HellsCornerReach Mean Ann Boating Days",165.5333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",256,-35.3385546875
"IGScottReach Mean Ann Boating Days",247.0667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",274.7333,-10.0703482249876
"ScottSalmonReach Mean Ann Boating Days",232.2667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",249.2333,-6.80751729403736
"SalmonTrinityReach Mean Ann Boating Days",220,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",213.9333,2.83579040757096
"TrinityOceanReach Mean Ann Boating Days",246.7667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline",252.9333,-2.43803405878151
"Mean Project Supply (Apr-Sep)",368.422,"KAF","Water Delivery","HW","CMIP5",2070,"Baseline",361.3104,1.96827990558811
"Mean Annual UKL Stg and Inflow",1495.9553,"KAF","Water Delivery","HW","CMIP5",2070,"Baseline",1377.9978,8.56006446454414
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Baseline",187.6871,14.0777922403831
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Baseline",668.7854,25.5677979812358
"Mean Annual MWAT",83.6583,"degF","Water Quality","HW","CMIP5",2070,"Baseline",75.7443,10.448310962013
"Mean exceedence of MWAT - Poor",19.9783,"degF","Water Quality","HW","CMIP5",2070,"Baseline",12.0643,65.5985013635271
"Frequency Meeting Dry Year Fish Targets Scott",65.5289,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce ET 30%",70.5029,-7.05502894207189
"Frequency Meeting Dry Year Fish Targets Shasta",55.7178,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce ET 30%",56.8769,-2.03790994234918
"Mean Annual Water Delivery to LKNWR",14.3098,"KAF","Ecological Resources","HW","CMIP5",2070,"Reduce ET 30%",24.6143,-41.8638758770308
"Mean Annual Hydropower Generated (MW)",26519.8092,"MW","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",26741.1142,-0.827583317377255
"Boyle Mean Spill Volume per Year",587.5005,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",163.0602,260.296687971682
"Copco1 Mean Spill Volume per Year",589.037,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",186.3791,216.042410334635
"Iron Gate Mean Spill Volume per Year",961.4467,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",533.8601,80.0933802694751
"Boyle Mean Spill Days per Year",253.6667,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",105.9,139.53418319169
"Copco1 Mean Spill Days per Year",63.1,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",42.8,47.4299065420561
"Iron Gate Mean Spill Days per Year",153.5667,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 30%",170.3333,-9.84340701436537
"Freq of UKL Flood Control Release",44.337,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce ET 30%",44.1179,0.496623819356779
"Mean Ann UKL Flood Control Release Volume",453.7729,"KAF","Flood Control","HW","CMIP5",2070,"Reduce ET 30%",224.4786,102.145282445632
"KenoReach Mean Ann Fishing Days",205.2333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",247.6667,-17.133268218941
"BoyleReach Mean Ann Fishing Days",137.5667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",154.9,-11.1899935442221
"HellsCornerReach Mean Ann Fishing Days",227.5333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",220.4333,3.22092896127763
"IGScottReach Mean Ann Fishing Days",247.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",274.7333,-9.86411184956465
"ScottSalmonReach Mean Ann Fishing Days",190.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",183.9667,3.44263391146333
"SalmonTrinityReach Mean Ann Fishing Days",220.8333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",213.9333,3.22530433551018
"TrinityOceanReach Mean Ann Fishing Days",246.8667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 30%",252.9333,-2.39849794392434
"KenoReach Mean Ann Boating Days",183.9,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",171.8,7.04307334109429
"BoyleReach Mean Ann Boating Days",50.7667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",59,-13.9547457627119
"HellsCornerReach Mean Ann Boating Days",166.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",256,-35.0520703125
"IGScottReach Mean Ann Boating Days",247.6333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",274.7333,-9.86411184956465
"ScottSalmonReach Mean Ann Boating Days",233.3,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",249.2333,-6.39292582491986
"SalmonTrinityReach Mean Ann Boating Days",220.8333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",213.9333,3.22530433551018
"TrinityOceanReach Mean Ann Boating Days",246.8667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 30%",252.9333,-2.39849794392434
"Mean Project Supply (Apr-Sep)",369.8137,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce ET 30%",361.3104,2.3534611790859
"Mean Annual UKL Stg and Inflow",1504.2464,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce ET 30%",1377.9978,9.16174176765739
"Mean Annual Shasta Flow",215.3419,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce ET 30%",187.6871,14.7345235767402
"Mean Annual Scott Flow",842.5903,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce ET 30%",668.7854,25.9881420856376
"Mean Annual MWAT",83.6583,"degF","Water Quality","HW","CMIP5",2070,"Reduce ET 30%",75.7443,10.448310962013
"Mean exceedence of MWAT - Poor",19.9783,"degF","Water Quality","HW","CMIP5",2070,"Reduce ET 30%",12.0643,65.5985013635271
"Frequency Meeting Dry Year Fish Targets Scott",64.1234,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce ET 50%",70.5029,-9.04856395978037
"Frequency Meeting Dry Year Fish Targets Shasta",54.4401,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce ET 50%",56.8769,-4.28434039126605
"Mean Annual Water Delivery to LKNWR",15.6879,"KAF","Ecological Resources","HW","CMIP5",2070,"Reduce ET 50%",24.6143,-36.2650979308776
"Mean Annual Hydropower Generated (MW)",26674.4486,"MW","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",26741.1142,-0.249300008598745
"Boyle Mean Spill Volume per Year",590.2315,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",163.0602,261.971529533264
"Copco1 Mean Spill Volume per Year",592.1221,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",186.3791,217.697692498783
"Iron Gate Mean Spill Volume per Year",966.7332,"KAF","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",533.8601,81.0836209711121
"Boyle Mean Spill Days per Year",253.9333,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",105.9,139.785930122757
"Copco1 Mean Spill Days per Year",63.5667,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",42.8,48.5203271028037
"Iron Gate Mean Spill Days per Year",154.8667,"days","Hydropower","HW","CMIP5",2070,"Reduce ET 50%",170.3333,-9.08019747166291
"Freq of UKL Flood Control Release",44.0084,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce ET 50%",44.1179,-0.248198576994819
"Mean Ann UKL Flood Control Release Volume",456.4867,"KAF","Flood Control","HW","CMIP5",2070,"Reduce ET 50%",224.4786,103.354217283964
"KenoReach Mean Ann Fishing Days",203.9,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",247.6667,-17.6716126956107
"BoyleReach Mean Ann Fishing Days",135.8,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",154.9,-12.3305358295675
"HellsCornerReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",220.4333,2.90337258481364
"IGScottReach Mean Ann Fishing Days",247.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",274.7333,-9.98542950563327
"ScottSalmonReach Mean Ann Fishing Days",190.2667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",183.9667,3.4245328094704
"SalmonTrinityReach Mean Ann Fishing Days",220.6667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",213.9333,3.14742959604699
"TrinityOceanReach Mean Ann Fishing Days",246.9667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce ET 50%",252.9333,-2.35896182906719
"KenoReach Mean Ann Boating Days",184,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",171.8,7.10128055878928
"BoyleReach Mean Ann Boating Days",51.2,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",59,-13.2203389830508
"HellsCornerReach Mean Ann Boating Days",167.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",256,-34.6614453125
"IGScottReach Mean Ann Boating Days",247.3,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",274.7333,-9.98542950563327
"ScottSalmonReach Mean Ann Boating Days",233.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",249.2333,-6.40628680035935
"SalmonTrinityReach Mean Ann Boating Days",220.6667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",213.9333,3.14742959604699
"TrinityOceanReach Mean Ann Boating Days",246.9667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce ET 50%",252.9333,-2.35896182906719
"Mean Project Supply (Apr-Sep)",370.6942,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce ET 50%",361.3104,2.59715745796412
"Mean Annual UKL Stg and Inflow",1509.6848,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce ET 50%",1377.9978,9.55640132371764
"Mean Annual Shasta Flow",216.4236,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce ET 50%",187.6871,15.3108551413496
"Mean Annual Scott Flow",844.7185,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce ET 50%",668.7854,26.3063607548849
"Mean Annual MWAT",83.6609,"degF","Water Quality","HW","CMIP5",2070,"Reduce ET 50%",75.7443,10.4517435635421
"Mean exceedence of MWAT - Poor",19.9809,"degF","Water Quality","HW","CMIP5",2070,"Reduce ET 50%",12.0643,65.6200525517436
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Add 30KAF",70.5029,-4.69909748393329
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Add 30KAF",56.8769,-0.561563657653637
"Mean Annual Water Delivery to LKNWR",12.6977,"KAF","Ecological Resources","HW","CMIP5",2070,"Add 30KAF",24.6143,-48.4133207119439
"Mean Annual Hydropower Generated (MW)",26628.5484,"MW","Hydropower","HW","CMIP5",2070,"Add 30KAF",26741.1142,-0.420946558763809
"Boyle Mean Spill Volume per Year",593.6788,"KAF","Hydropower","HW","CMIP5",2070,"Add 30KAF",163.0602,264.085656708381
"Copco1 Mean Spill Volume per Year",596.2784,"KAF","Hydropower","HW","CMIP5",2070,"Add 30KAF",186.3791,219.92771721722
"Iron Gate Mean Spill Volume per Year",971.7988,"KAF","Hydropower","HW","CMIP5",2070,"Add 30KAF",533.8601,82.0324837911655
"Boyle Mean Spill Days per Year",254.6,"days","Hydropower","HW","CMIP5",2070,"Add 30KAF",105.9,140.415486307838
"Copco1 Mean Spill Days per Year",64.4667,"days","Hydropower","HW","CMIP5",2070,"Add 30KAF",42.8,50.6231308411215
"Iron Gate Mean Spill Days per Year",153.7,"days","Hydropower","HW","CMIP5",2070,"Add 30KAF",170.3333,-9.76514868202519
"Freq of UKL Flood Control Release",44.629,"Percent of Days","Flood Control","HW","CMIP5",2070,"Add 30KAF",44.1179,1.15848669134297
"Mean Ann UKL Flood Control Release Volume",460.183,"KAF","Flood Control","HW","CMIP5",2070,"Add 30KAF",224.4786,105.000833041546
"KenoReach Mean Ann Fishing Days",204.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",247.6667,-17.3351524447978
"BoyleReach Mean Ann Fishing Days",136.8,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",154.9,-11.6849580374435
"HellsCornerReach Mean Ann Fishing Days",227.2333,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",220.4333,3.08483337136449
"IGScottReach Mean Ann Fishing Days",247.0333,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",274.7333,-10.0825054698502
"ScottSalmonReach Mean Ann Fishing Days",189.8333,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",183.9667,3.18894669524431
"SalmonTrinityReach Mean Ann Fishing Days",220.2333,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",213.9333,2.94484308894408
"TrinityOceanReach Mean Ann Fishing Days",246.6667,"days","Recreation Fishing","HW","CMIP5",2070,"Add 30KAF",252.9333,-2.47757017363867
"KenoReach Mean Ann Boating Days",184.1,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",171.8,7.15948777648427
"BoyleReach Mean Ann Boating Days",50.5333,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",59,-14.3503389830509
"HellsCornerReach Mean Ann Boating Days",167,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",256,-34.765625
"IGScottReach Mean Ann Boating Days",247.0333,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",274.7333,-10.0825054698502
"ScottSalmonReach Mean Ann Boating Days",232.5333,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",249.2333,-6.7005492444228
"SalmonTrinityReach Mean Ann Boating Days",220.2333,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",213.9333,2.94484308894408
"TrinityOceanReach Mean Ann Boating Days",246.6667,"days","Recreation Boating","HW","CMIP5",2070,"Add 30KAF",252.9333,-2.47757017363867
"Mean Project Supply (Apr-Sep)",371.6534,"KAF","Water Delivery","HW","CMIP5",2070,"Add 30KAF",361.3104,2.86263556210947
"Mean Annual UKL Stg and Inflow",1515.2555,"KAF","Water Delivery","HW","CMIP5",2070,"Add 30KAF",1377.9978,9.96066176593314
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Add 30KAF",187.6871,14.0777922403831
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Add 30KAF",668.7854,25.5677979812358
"Mean Annual MWAT",83.6814,"degF","Water Quality","HW","CMIP5",2070,"Add 30KAF",75.7443,10.4788083063676
"Mean exceedence of MWAT - Poor",20.0014,"degF","Water Quality","HW","CMIP5",2070,"Add 30KAF",12.0643,65.7899753819119
"Frequency Meeting Dry Year Fish Targets Scott",65.8574,"% of Days","Ecological Resources","WD","CMIP3",2030,"Baseline",70.5029,-6.58909066151889
"Frequency Meeting Dry Year Fish Targets Shasta",53.2719,"% of Days","Ecological Resources","WD","CMIP3",2030,"Baseline",56.8769,-6.33824979912758
"Mean Annual Water Delivery to LKNWR",16.3383,"KAF","Ecological Resources","WD","CMIP3",2030,"Baseline",24.6143,-33.6227315016068
"Mean Annual Hydropower Generated (MW)",25394.6459,"MW","Hydropower","WD","CMIP3",2030,"Baseline",26741.1142,-5.03519894470216
"Boyle Mean Spill Volume per Year",196.0889,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",163.0602,20.255525259996
"Copco1 Mean Spill Volume per Year",211.8479,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",186.3791,13.6650514998731
"Iron Gate Mean Spill Volume per Year",512.654,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",533.8601,-3.97222043752661
"Boyle Mean Spill Days per Year",155.3,"days","Hydropower","WD","CMIP3",2030,"Baseline",105.9,46.6477809254013
"Copco1 Mean Spill Days per Year",44.2,"days","Hydropower","WD","CMIP3",2030,"Baseline",42.8,3.27102803738319
"Iron Gate Mean Spill Days per Year",132.2333,"days","Hydropower","WD","CMIP3",2030,"Baseline",170.3333,-22.3679104438181
"Freq of UKL Flood Control Release",41.453,"Percent of Days","Flood Control","WD","CMIP3",2030,"Baseline",44.1179,-6.04040536834255
"Mean Ann UKL Flood Control Release Volume",218.4893,"KAF","Flood Control","WD","CMIP3",2030,"Baseline",224.4786,-2.66809397421403
"KenoReach Mean Ann Fishing Days",257.2333,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",247.6667,3.86269127016268
"BoyleReach Mean Ann Fishing Days",157.7,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",154.9,1.80761781794705
"HellsCornerReach Mean Ann Fishing Days",257.8,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",220.4333,16.9514769320243
"IGScottReach Mean Ann Fishing Days",281.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",274.7333,2.63288068828934
"ScottSalmonReach Mean Ann Fishing Days",197.1,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",183.9667,7.13895503914567
"SalmonTrinityReach Mean Ann Fishing Days",231.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",213.9333,8.42944973970859
"TrinityOceanReach Mean Ann Fishing Days",261.8,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",252.9333,3.50554869603963
"KenoReach Mean Ann Boating Days",177.7333,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",171.8,3.45360884749709
"BoyleReach Mean Ann Boating Days",52.6,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",59,-10.8474576271186
"HellsCornerReach Mean Ann Boating Days",210.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",256,-17.5911328125
"IGScottReach Mean Ann Boating Days",281.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",274.7333,2.63288068828934
"ScottSalmonReach Mean Ann Boating Days",257.3,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",249.2333,3.23660602335242
"SalmonTrinityReach Mean Ann Boating Days",231.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",213.9333,8.42944973970859
"TrinityOceanReach Mean Ann Boating Days",261.8,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",252.9333,3.50554869603963
"Mean Project Supply (Apr-Sep)",357.2308,"KAF","Water Delivery","WD","CMIP3",2030,"Baseline",361.3104,-1.12911225361906
"Mean Annual UKL Stg and Inflow",1366.7066,"KAF","Water Delivery","WD","CMIP3",2030,"Baseline",1377.9978,-0.819391729072435
"Mean Annual Shasta Flow",179.9013,"cfs","Water Delivery","WD","CMIP3",2030,"Baseline",187.6871,-4.14828722911697
"Mean Annual Scott Flow",629.2486,"cfs","Water Delivery","WD","CMIP3",2030,"Baseline",668.7854,-5.91173192476989
"Mean Annual MWAT",78.9217,"degF","Water Quality","WD","CMIP3",2030,"Baseline",75.7443,4.19490311482185
"Mean exceedence of MWAT - Poor",15.2417,"degF","Water Quality","WD","CMIP3",2030,"Baseline",12.0643,26.3372097842395
"Frequency Meeting Dry Year Fish Targets Scott",65.4194,"% of Days","Ecological Resources","WD","CMIP3",2030,"Reduce ET 30%",70.5029,-7.21034170225622
"Frequency Meeting Dry Year Fish Targets Shasta",53.0346,"% of Days","Ecological Resources","WD","CMIP3",2030,"Reduce ET 30%",56.8769,-6.75546663056531
"Mean Annual Water Delivery to LKNWR",17.3725,"KAF","Ecological Resources","WD","CMIP3",2030,"Reduce ET 30%",24.6143,-29.4211088676095
"Mean Annual Hydropower Generated (MW)",25448.3039,"MW","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",26741.1142,-4.83454163626436
"Boyle Mean Spill Volume per Year",196.4472,"KAF","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",163.0602,20.4752600573285
"Copco1 Mean Spill Volume per Year",212.1443,"KAF","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",186.3791,13.8240822066423
"Iron Gate Mean Spill Volume per Year",514.174,"KAF","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",533.8601,-3.68750165071336
"Boyle Mean Spill Days per Year",155.3,"days","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",105.9,46.6477809254013
"Copco1 Mean Spill Days per Year",44.3333,"days","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",42.8,3.58247663551403
"Iron Gate Mean Spill Days per Year",133.4667,"days","Hydropower","WD","CMIP3",2030,"Reduce ET 30%",170.3333,-21.6438007130725
"Freq of UKL Flood Control Release",40.6681,"Percent of Days","Flood Control","WD","CMIP3",2030,"Reduce ET 30%",44.1179,-7.81950183485614
"Mean Ann UKL Flood Control Release Volume",218.8492,"KAF","Flood Control","WD","CMIP3",2030,"Reduce ET 30%",224.4786,-2.50776688735586
"KenoReach Mean Ann Fishing Days",256.6,"days","Recreation Fishing","WD","CMIP3",2030,"Reduce ET 30%",247.6667,3.60698470969252
